#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
I	NC_007618.1	33918	34523	-	-	-	BAB_RS16075	WP_002965279.1	201	MULTISPECIES: recombination protein RecR
I	NC_007618.1	34654	34977	-	-	-	BAB_RS16080	WP_002965280.1	107	MULTISPECIES: YbaB/EbfC family nucleoid-associated protein
I	NC_007618.1	35002	36810	-	-	-	BAB_RS16085	WP_002965281.1	602	MULTISPECIES: DNA polymerase III subunit gamma/tau
I	NC_007618.1	37092	37496	+	-	-	BAB_RS16090	WP_002965282.1	134	MULTISPECIES: HIT family protein
I	NC_007618.1	37525	38472	+	-	-	BAB_RS16095	WP_002965283.1	315	MULTISPECIES: NAD(+) diphosphatase
I	NC_007618.1	38473	39336	-	-	-	BAB_RS16100	WP_004684613.1	287	MULTISPECIES: prephenate dehydratase
I	NC_007618.1	39425	40180	-	-	-	BAB_RS16105	WP_002971781.1	251	MULTISPECIES: 3-deoxy-manno-octulosonate cytidylyltransferase
I	NC_007618.1	40558	41166	+	-	-	BAB_RS16110	WP_002965286.1	202	MULTISPECIES: cytochrome c family protein
I	NC_007618.1	41211	42176	-	-	-	BAB_RS16115	WP_002971779.1	321	MULTISPECIES: hypothetical protein
I	NC_007618.1	42715	43728	+	-	-	BAB_RS16120	WP_002971777.1	337	MULTISPECIES: ubiquinol oxidase subunit II
I	NC_007618.1	43808	44920	+	-	-	BAB_RS31950	WP_002967067.1	370	MULTISPECIES: cytochrome aa3 quinol oxidase subunit I
I	NC_007618.1	44935	45786	+	-	-	BAB_RS31955	WP_075678977.1	283	MULTISPECIES: ubiquinol oxidase
I	NC_007618.1	45790	46419	+	-	-	BAB_RS16130	WP_002967068.1	209	MULTISPECIES: cytochrome o ubiquinol oxidase subunit III
I	NC_007618.1	46419	46784	+	-	-	BAB_RS16135	WP_002967069.1	121	MULTISPECIES: cytochrome o ubiquinol oxidase subunit IV
I	NC_007618.1	46781	47059	-	-	-	BAB_RS31960	WP_002967070.1	92	MULTISPECIES: hypothetical protein
I	NC_007618.1	47235	47747	+	-	-	BAB_RS16140	WP_002965294.1	170	MULTISPECIES: SH3 domain-containing protein
I	NC_007618.1	48232	50151	+	-	-	BAB_RS16145	WP_002971772.1	639	MULTISPECIES: outer membrane protein assembly factor
I	NC_007618.1	50148	54887	+	-	-	BAB_RS16150	WP_002969660.1	1579	MULTISPECIES: translocation/assembly module TamB
I	NC_007618.1	55032	55757	+	-	-	BAB_RS16155	WP_002965297.1	241	MULTISPECIES: L,D-transpeptidase
I	NC_007618.1	55808	56023	-	-	-	BAB_RS16160	WP_002965298.1	71	MULTISPECIES: hypothetical protein
I	NC_007618.1	56093	56596	-	-	-	BAB_RS16165	WP_002969517.1	167	MULTISPECIES: hypothetical protein
I	NC_007618.1	56934	57140	-	-	-	BAB_RS31965	WP_002965300.1	68	MULTISPECIES: hypothetical protein
I	NC_007618.1	57151	58155	-	-	-	BAB_RS16170	WP_002965301.1	334	MULTISPECIES: DUF1775 domain-containing protein
I	NC_007618.1	58290	58688	-	-	-	BAB_RS16175	WP_002965302.1	132	MULTISPECIES: hypothetical protein
I	NC_007618.1	58909	59304	-	-	-	BAB_RS16180	WP_002965303.1	131	MULTISPECIES: lactoylglutathione lyase
I	NC_007618.1	59501	60664	+	-	-	BAB_RS16185	WP_002968670.1	387	MULTISPECIES: Fe-S-binding ATPase
I	NC_007618.1	60853	62484	-	-	-	BAB_RS16190	WP_002967073.1	543	MULTISPECIES: alpha-D-glucose phosphate-specific phosphoglucomutase
I	NC_007618.1	62540	62725	-	-	-	BAB_RS31970	WP_002969226.1	61	MULTISPECIES: hypothetical protein
I	NC_007618.1	62700	63593	-	-	-	BAB_RS16195	WP_002965307.1	297	MULTISPECIES: LysR family transcriptional regulator
I	NC_007618.1	63718	64641	+	-	-	BAB_RS16200	WP_002965308.1	307	MULTISPECIES: alpha/beta hydrolase
I	NC_007618.1	64714	65412	+	-	-	BAB_RS16205	WP_002970918.1	232	MULTISPECIES: nucleoside/nucleotide kinase family protein
I	NC_007618.1	65512	66201	+	-	-	BAB_RS16210	WP_002965310.1	229	MULTISPECIES: FAA hydrolase family protein
I	NC_007618.1	66221	66412	+	-	-	BAB_RS16215	WP_002965311.1	63	MULTISPECIES: hypothetical protein
I	NC_007618.1	66480	66689	+	-	-	BAB_RS16220	WP_002969519.1	69	MULTISPECIES: hypothetical protein
I	NC_007618.1	66855	67043	+	-	-	BAB_RS16225	WP_002965314.1	62	MULTISPECIES: hypothetical protein
I	NC_007618.1	67058	67921	+	-	-	BAB_RS16230	WP_002965315.1	287	MULTISPECIES: lytic transglycosylase domain-containing protein
I	NC_007618.1	68103	68759	+	-	-	BAB_RS16235	WP_002965316.1	218	MULTISPECIES: hemolysin III family protein
I	NC_007618.1	68900	72133	-	-	-	BAB_RS16240	WP_002967074.1	1077	MULTISPECIES: error-prone DNA polymerase
I	NC_007618.1	72133	73584	-	-	-	BAB_RS16245	WP_002965318.1	483	MULTISPECIES: DNA polymerase Y family protein
I	NC_007618.1	73610	74473	-	-	-	BAB_RS16250	WP_002967075.1	287	MULTISPECIES: hypothetical protein
I	NC_007618.1	74910	78911	+	-	-	BAB_RS31975	WP_002969669.1	1333	MULTISPECIES: hypothetical protein
I	NC_007618.1	78931	79668	+	-	-	BAB_RS16260	WP_002970921.1	245	MULTISPECIES: invasion associated locus B family protein
I	NC_007618.1	79747	80967	-	-	-	BAB_RS16265	WP_002965322.1	406	MULTISPECIES: argininosuccinate synthase
I	NC_007618.1	81154	81813	+	-	-	BAB_RS16270	WP_002967076.1	219	MULTISPECIES: LysE family translocator
I	NC_007618.1	81817	82320	-	-	-	BAB_RS16275	WP_002965324.1	167	MULTISPECIES: hypothetical protein
I	NC_007618.1	82354	83589	-	-	-	BAB_RS16280	WP_002965326.1	411	MULTISPECIES: 23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
I	NC_007618.1	83533	83724	+	-	-	BAB_RS31980	WP_002965325.1	63	MULTISPECIES: hypothetical protein
I	NC_007618.1	83709	83903	+	-	-	BAB_RS16285	WP_002965327.1	64	MULTISPECIES: hypothetical protein
I	NC_007618.1	83849	84352	-	-	-	BAB_RS16290	WP_002965328.1	167	MULTISPECIES: hypothetical protein
I	NC_007618.1	84800	85183	-	-	-	BAB_RS16295	WP_002965329.1	127	MULTISPECIES: DUF1232 domain-containing protein
I	NC_007618.1	85271	85564	-	-	-	BAB_RS16300	WP_002965330.1	97	MULTISPECIES: 4a-hydroxytetrahydrobiopterin dehydratase
I	NC_007618.1	85791	86171	+	-	-	BAB_RS31985	WP_079991724.1	126	MULTISPECIES: hypothetical protein
I	NC_007618.1	86068	86394	+	-	-	BAB_RS16310	WP_016769705.1	108	MULTISPECIES: protein-tyrosine-phosphatase, partial
I	NC_007618.1	86304	86894	-	-	-	BAB_RS16315	WP_002965332.1	196	MULTISPECIES: RNA 2\',3\'-cyclic phosphodiesterase
I	NC_007618.1	87075	87800	-	-	-	BAB_RS16320	WP_002965333.1	241	MULTISPECIES: arylesterase
I	NC_007618.1	87797	88009	-	-	-	BAB_RS31990	WP_002967077.1	70	MULTISPECIES: hypothetical protein
I	NC_007618.1	87947	88675	+	-	-	BAB_RS16325	WP_002965334.1	242	MULTISPECIES: ATP-binding cassette domain-containing protein
I	NC_007618.1	88672	91221	+	-	-	BAB_RS16330	WP_002965335.1	849	MULTISPECIES: ABC transporter permease
I	NC_007618.1	91455	92192	+	-	-	BAB_RS16335	WP_002965336.1	245	MULTISPECIES: BAX inhibitor (BI)-1/YccA family protein
I	NC_007618.1	92307	92666	+	-	-	BAB_RS16340	WP_002967078.1	119	MULTISPECIES: N-acetyltransferase
I	NC_007618.1	92609	92845	+	-	-	BAB_RS16345	WP_079991725.1	78	MULTISPECIES: N-acetyltransferase
I	NC_007618.1	92865	93266	-	-	-	BAB_RS16350	WP_002965338.1	133	MULTISPECIES: DUF2794 domain-containing protein
I	NC_007618.1	93816	94550	-	-	-	BAB_RS16355	WP_002971753.1	244	MULTISPECIES: DUF1223 domain-containing protein
I	NC_007618.1	94827	97514	-	-	-	BAB_RS16360	WP_002965341.1	895	MULTISPECIES: aconitate hydratase AcnA
I	NC_007618.1	97483	97695	+	-	-	BAB_RS31995	WP_002965340.1	70	MULTISPECIES: hypothetical protein
I	NC_007618.1	97858	98505	+	-	-	BAB_RS16365	WP_002965342.1	215	MULTISPECIES: cytochrome c biogenesis ATP-binding export protein CcmA
I	NC_007618.1	98505	99170	+	-	-	BAB_RS16370	WP_002965343.1	221	MULTISPECIES: heme exporter protein CcmB
I	NC_007618.1	99225	100013	+	-	-	BAB_RS16375	WP_002969680.1	262	MULTISPECIES: heme ABC transporter permease
I	NC_007618.1	100010	100183	+	-	-	BAB_RS16380	WP_002965345.1	57	MULTISPECIES: heme exporter protein CcmD
I	NC_007618.1	100180	100791	+	-	-	BAB_RS16385	WP_002967079.1	203	MULTISPECIES: DsbE family thiol:disulfide interchange protein
I	NC_007618.1	101040	102875	-	-	-	BAB_RS16390	WP_002965347.1	611	MULTISPECIES: dihydroxy-acid dehydratase
I	NC_007618.1	103274	103732	-	-	-	BAB_RS16395	WP_002965348.1	152	MULTISPECIES: hypothetical protein
I	NC_007618.1	103732	104106	-	-	-	BAB_RS16400	WP_002971750.1	124	MULTISPECIES: response regulator
I	NC_007618.1	104284	104520	-	-	-	BAB_RS16405	WP_002965350.1	78	MULTISPECIES: Lrp/AsnC family transcriptional regulator
I	NC_007618.1	104623	104814	+	-	-	BAB_RS32000	WP_075678936.1	63	MULTISPECIES: diguanylate cyclase
I	NC_007618.1	105173	105577	+	-	-	BAB_RS16410	WP_002965353.1	134	MULTISPECIES: DUF930 domain-containing protein
I	NC_007618.1	105663	106148	-	-	-	BAB_RS16415	WP_002965354.1	161	MULTISPECIES: formate transporter
I	NC_007618.1	106439	107257	+	-	-	BAB_RS16420	WP_002969688.1	272	MULTISPECIES: YdcF family protein
I	NC_007618.1	107535	108563	+	-	-	BAB_RS16425	WP_002965356.1	342	MULTISPECIES: sulfate ABC transporter substrate-binding protein
I	NC_007618.1	108658	109524	+	-	-	BAB_RS16430	WP_002965357.1	288	MULTISPECIES: sulfate ABC transporter permease subunit CysT
I	NC_007618.1	109514	110380	+	-	-	BAB_RS16435	WP_002965358.1	288	MULTISPECIES: sulfate ABC transporter permease subunit CysW
I	NC_007618.1	110478	111557	+	-	-	BAB_RS16440	WP_002965359.1	359	MULTISPECIES: sulfate/thiosulfate import ATP-binding protein CysA
I	NC_007618.1	111943	120546	+	-	-	BAB_RS16445	WP_002969521.1	2867	MULTISPECIES: DUF3131 domain-containing protein
I	NC_007618.1	120636	121940	+	-	-	BAB_RS16450	WP_002965361.1	434	MULTISPECIES: nicotinate phosphoribosyltransferase
I	NC_007618.1	121982	122812	-	-	-	BAB_RS16455	WP_002965362.1	276	MULTISPECIES: PhzF family phenazine biosynthesis protein
I	NC_007618.1	122922	123710	-	-	-	BAB_RS16460	WP_002965363.1	262	MULTISPECIES: class I SAM-dependent methyltransferase
I	NC_007618.1	123733	124659	-	-	-	BAB_RS16465	WP_002968673.1	308	MULTISPECIES: carbohydrate kinase
I	NC_007618.1	124750	125556	-	-	-	BAB_RS16470	WP_002965365.1	268	MULTISPECIES: SDR family oxidoreductase
I	NC_007618.1	125677	127968	-	-	-	BAB_RS16475	WP_002965366.1	763	MULTISPECIES: penicillin-binding protein
I	NC_007618.1	128174	128866	-	-	-	BAB_RS16480	WP_002965367.1	230	MULTISPECIES: porin family protein
I	NC_007618.1	129133	129819	-	-	-	BAB_RS16485	WP_002965368.1	228	MULTISPECIES: porin family protein
I	NC_007618.1	130051	130668	-	-	-	BAB_RS16490	WP_002965369.1	205	MULTISPECIES: ribonuclease D
I	NC_007618.1	130707	132122	-	-	-	BAB_RS16495	WP_002965370.1	471	MULTISPECIES: dipeptidase
I	NC_007618.1	132275	132601	+	-	-	BAB_RS32005	WP_002965371.1	108	MULTISPECIES: hypothetical protein
I	NC_007618.1	132683	135619	+	-	-	BAB_RS16500	WP_002969522.1	978	MULTISPECIES: DNA polymerase I
I	NC_007618.1	135761	137641	+	-	-	BAB_RS16505	WP_002967082.1	626	MULTISPECIES: helicase
I	NC_007618.1	137737	140178	-	-	-	BAB_RS16510	WP_002967083.1	813	MULTISPECIES: DNA topoisomerase (ATP-hydrolyzing) subunit B
I	NC_007618.1	140497	141333	-	-	-	BAB_RS16515	WP_002965376.1	278	MULTISPECIES: S-formylglutathione hydrolase
I	NC_007618.1	141996	142463	-	-	-	BAB_RS16525	WP_002965378.1	155	MULTISPECIES: GNAT family N-acetyltransferase
I	NC_007618.1	142463	143575	-	-	-	BAB_RS16530	WP_002965379.1	370	MULTISPECIES: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
I	NC_007618.1	143886	145877	+	-	-	BAB_RS16540	WP_002971735.1	663	MULTISPECIES: ATP-dependent helicase HrpB
I	NC_007618.1	145894	146475	+	-	-	BAB_RS16545	WP_002973554.1	193	MULTISPECIES: ATP-dependent helicase
I	NC_007618.1	146570	147862	+	-	-	BAB_RS16550	WP_002967087.1	430	MULTISPECIES: sensor histidine kinase
I	NC_007618.1	147932	148300	+	-	-	BAB_RS16555	WP_002965542.1	122	MULTISPECIES: IS5 family transposase
I	NC_007618.1	148297	148689	+	-	-	BAB_RS16560	WP_002969695.1	130	MULTISPECIES: IS5 family transposase
I	NC_007618.1	148755	149093	+	-	-	BAB_RS32010	WP_002967088.1	112	MULTISPECIES: hypothetical protein
I	NC_007618.1	149126	149329	-	-	-	BAB_RS32015	WP_002965385.1	67	MULTISPECIES: hypothetical protein
I	NC_007618.1	149289	149852	+	-	-	BAB_RS16565	WP_002965384.1	187	MULTISPECIES: DNA-binding response regulator
I	NC_007618.1	149858	150352	-	-	-	BAB_RS16570	WP_002971730.1	164	MULTISPECIES: DNA repair protein MmcB-related protein
I	NC_007618.1	150622	151242	+	-	-	BAB_RS16575	WP_002965387.1	206	MULTISPECIES: L,D-transpeptidase
I	NC_007618.1	151332	151904	-	-	-	BAB_RS16580	WP_002965388.1	190	MULTISPECIES: NifU family protein
I	NC_007618.1	152013	152552	-	-	-	BAB_RS16585	WP_002965389.1	179	MULTISPECIES: universal stress protein A
I	NC_007618.1	152559	153626	-	-	-	BAB_RS16590	WP_002965390.1	355	MULTISPECIES: tryptophan--tRNA ligase
I	NC_007618.1	153723	155312	-	-	-	BAB_RS16595	WP_002965391.1	529	MULTISPECIES: murein biosynthesis integral membrane protein MurJ
I	NC_007618.1	155326	158130	-	-	-	BAB_RS16600	WP_002965392.1	934	MULTISPECIES: bifunctional uridylyltransferase/uridylyl-removing protein
I	NC_007618.1	158273	159331	-	-	-	BAB_RS16605	WP_002969700.1	352	MULTISPECIES: phosphate acetyltransferase
I	NC_007618.1	160723	163455	+	-	-	BAB_RS16610	WP_002965395.1	910	MULTISPECIES: DNA mismatch repair protein MutS
I	NC_007618.1	163761	164606	-	-	-	BAB_RS16615	WP_011265290.1	281	MULTISPECIES: GNAT family N-acetyltransferase
I	NC_007618.1	164929	165411	-	-	-	BAB_RS16620	WP_002965397.1	160	MULTISPECIES: lipoprotein signal peptidase
I	NC_007618.1	165413	166306	-	-	-	BAB_RS16625	WP_002967091.1	297	MULTISPECIES: RNA methyltransferase
I	NC_007618.1	166303	167448	-	-	-	BAB_RS16630	WP_002965399.1	381	MULTISPECIES: class I SAM-dependent rRNA methyltransferase
I	NC_007618.1	167561	167884	-	-	-	BAB_RS16635	WP_002965400.1	107	MULTISPECIES: LapA family protein
I	NC_007618.1	167894	168178	-	-	-	BAB_RS16640	WP_002965401.1	94	MULTISPECIES: integration host factor subunit beta
I	NC_007618.1	168225	169208	-	-	-	BAB_RS16645	WP_002965402.1	327	MULTISPECIES: signal peptide peptidase SppA
I	NC_007618.1	169670	170392	+	-	-	BAB_RS16650	WP_002965403.1	240	MULTISPECIES: LPS export ABC transporter periplasmic protein LptC
I	NC_007618.1	170680	171330	+	-	-	BAB_RS16655	WP_002967092.1	216	MULTISPECIES: organic solvent tolerance protein OstA
I	NC_007618.1	171342	172175	+	-	-	BAB_RS16660	WP_002965405.1	277	MULTISPECIES: LPS export ABC transporter ATP-binding protein
I	NC_007618.1	172471	173973	+	-	-	BAB_RS16665	WP_002967093.1	500	MULTISPECIES: RNA polymerase sigma-54 factor
I	NC_007618.1	174122	174487	-	-	-	BAB_RS32025	WP_002965407.1	121	MULTISPECIES: hypothetical protein
I	NC_007618.1	174723	175316	+	-	-	BAB_RS16670	WP_002965408.1	197	MULTISPECIES: ribosome-associated translation inhibitor RaiA
I	NC_007618.1	175419	175883	+	-	-	BAB_RS16675	WP_002965409.1	154	MULTISPECIES: PTS IIA-like nitrogen-regulatory protein PtsN
I	NC_007618.1	175964	176209	-	-	-	BAB_RS16680	WP_002968114.1	81	MULTISPECIES: DUF1150 family protein
I	NC_007618.1	176315	176737	-	-	-	BAB_RS16685	WP_002965411.1	140	MULTISPECIES: heat-shock protein Hsp20
I	NC_007618.1	176828	177040	-	-	-	BAB_RS32030	WP_002969231.1	70	MULTISPECIES: hypothetical protein
I	NC_007618.1	177009	177506	-	-	-	BAB_RS16690	WP_002965412.1	165	MULTISPECIES: DUF2244 domain-containing protein
I	NC_007618.1	177611	178357	+	-	-	BAB_RS16695	WP_002965413.1	248	MULTISPECIES: endonuclease III
I	NC_007618.1	178398	179111	-	-	-	BAB_RS16700	WP_002965414.1	237	MULTISPECIES: sulfate transporter family protein
I	NC_007618.1	179108	179368	-	-	-	BAB_RS32035	WP_002965415.1	86	MULTISPECIES: hypothetical protein
I	NC_007618.1	179371	180363	+	-	-	BAB_RS16705	WP_002965417.1	330	MULTISPECIES: adenosine kinase
I	NC_007618.1	180382	181038	-	-	-	BAB_RS16710	WP_002968677.1	218	MULTISPECIES: trimeric intracellular cation channel family protein
I	NC_007618.1	181171	181851	-	-	-	BAB_RS16715	WP_002965419.1	226	MULTISPECIES: nucleotide exchange factor GrpE
I	NC_007618.1	181957	183027	-	-	hrcA	BAB_RS16720	WP_002965420.1	356	MULTISPECIES: HrcA family transcriptional regulator
I	NC_007618.1	183024	183224	-	-	-	BAB_RS32040	WP_002968678.1	66	MULTISPECIES: hypothetical protein
I	NC_007618.1	183249	183965	+	-	-	BAB_RS16725	WP_002965421.1	238	MULTISPECIES: ribonuclease PH
I	NC_007618.1	184545	185207	+	-	-	BAB_RS16740	WP_002969233.1	220	MULTISPECIES: non-canonical purine NTP pyrophosphatase
I	NC_007618.1	185204	186418	+	-	-	BAB_RS16745	WP_002965425.1	404	MULTISPECIES: coproporphyrinogen III oxidase
I	NC_007618.1	186430	187341	+	-	-	BAB_RS16750	WP_002965426.1	303	MULTISPECIES: 16S rRNA (cytidine(1402)-2\'-O)-methyltransferase
I	NC_007618.1	187338	187718	+	-	-	BAB_RS16755	WP_002965427.1	126	MULTISPECIES: YraN family protein
I	NC_007618.1	187935	189371	+	-	-	BAB_RS16760	WP_002967095.1	478	MULTISPECIES: uroporphyrinogen-III C-methyltransferase
I	NC_007618.1	189389	189691	+	-	-	BAB_RS16765	WP_002965429.1	100	MULTISPECIES: DUF2849 domain-containing protein
I	NC_007618.1	189712	191382	+	-	-	BAB_RS16770	WP_002969716.1	556	MULTISPECIES: nitrite/sulfite reductase
I	NC_007618.1	191372	192130	+	-	-	BAB_RS16775	WP_002965431.1	252	MULTISPECIES: phosphoadenylyl-sulfate reductase
I	NC_007618.1	192183	192707	+	-	-	BAB_RS16780	WP_002965432.1	174	MULTISPECIES: DUF934 domain-containing protein
I	NC_007618.1	192775	193068	+	-	-	BAB_RS16785	WP_002965433.1	97	MULTISPECIES: Dabb family protein
I	NC_007618.1	193069	193647	-	-	-	BAB_RS16790	WP_002965434.1	192	MULTISPECIES: methylated-DNA-
I	NC_007618.1	193756	193938	+	-	-	BAB_RS32050	WP_002965435.1	60	MULTISPECIES: hypothetical protein
I	NC_007618.1	193905	194150	+	-	-	BAB_RS16795	WP_002965436.1	81	MULTISPECIES: hypothetical protein
I	NC_007618.1	194203	194592	-	-	-	BAB_RS16800	WP_002971703.1	129	MULTISPECIES: BA14K family protein
I	NC_007618.1	194906	198691	+	-	-	BAB_RS16805	WP_002965438.1	1261	MULTISPECIES: methionine synthase
I	NC_007618.1	199012	199719	+	-	-	BAB_RS16810	WP_002971701.1	235	MULTISPECIES: LuxR family transcriptional regulator
I	NC_007618.1	199834	201204	+	-	-	BAB_RS16815	WP_002967099.1	456	MULTISPECIES: aspartate aminotransferase family protein
I	NC_007618.1	201183	201428	-	-	-	BAB_RS32055	WP_002965441.1	81	MULTISPECIES: hypothetical protein
I	NC_007618.1	201589	202509	+	-	-	BAB_RS16820	WP_002971698.1	306	MULTISPECIES: sulfate adenylyltransferase subunit CysD
I	NC_007618.1	202509	204443	+	-	-	BAB_RS16825	WP_002967101.1	644	MULTISPECIES: sulfate adenylyltransferase subunit CysN
I	NC_007618.1	204446	205291	+	-	-	BAB_RS16830	WP_002965444.1	281	MULTISPECIES: 3\'(2\'),5\'-bisphosphate nucleotidase
I	NC_007618.1	205553	206314	-	-	-	BAB_RS16840	WP_002967102.1	253	MULTISPECIES: Crp/Fnr family transcriptional regulator
I	NC_007618.1	206557	207294	+	-	-	BAB_RS16845	WP_002969528.1	245	MULTISPECIES: DNA-binding response regulator
I	NC_007618.1	207269	207400	+	-	-	BAB_RS32060	WP_011265293.1	43	MULTISPECIES: hypothetical protein
I	NC_007618.1	207622	208413	+	-	-	BAB_RS16850	WP_002965447.1	263	MULTISPECIES: DeoR/GlpR transcriptional regulator
I	NC_007618.1	208495	210006	+	-	-	BAB_RS16855	WP_002969529.1	503	MULTISPECIES: glycerol-3-phosphate dehydrogenase
I	NC_007618.1	210225	211193	+	-	-	BAB_RS16860	WP_002965449.1	322	MULTISPECIES: sigma-54-dependent Fis family transcriptional regulator
I	NC_007618.1	213339	214373	+	-	-	BAB_RS16870	WP_002965452.1	344	MULTISPECIES: alcohol dehydrogenase AdhP
I	NC_007618.1	214437	214832	+	-	-	BAB_RS16875	WP_002965453.1	131	MULTISPECIES: DUF779 domain-containing protein
I	NC_007618.1	214858	215880	+	-	-	BAB_RS16880	WP_002965454.1	340	MULTISPECIES: LacI family DNA-binding transcriptional regulator
I	NC_007618.1	217889	218089	+	-	-	BAB_RS16900	WP_011265294.1	66	MULTISPECIES: hypothetical protein
I	NC_007618.1	218392	219825	+	-	-	BAB_RS16905	WP_002965457.1	477	MULTISPECIES: aldehyde dehydrogenase family protein
I	NC_007618.1	219870	220646	-	-	-	BAB_RS16910	WP_002967107.1	258	MULTISPECIES: ABC transporter permease
I	NC_007618.1	220643	221341	-	-	-	BAB_RS16915	WP_002965459.1	232	MULTISPECIES: thiaminase II
I	NC_007618.1	221338	222306	-	-	-	BAB_RS16920	WP_002965460.1	322	MULTISPECIES: ABC transporter ATP-binding protein
I	NC_007618.1	222330	222941	-	-	-	BAB_RS16925	WP_002967108.1	203	MULTISPECIES: thiamine phosphate synthase
I	NC_007618.1	222938	223708	-	-	-	BAB_RS16930	WP_002965462.1	256	MULTISPECIES: thiazole synthase
I	NC_007618.1	223710	223907	-	-	-	BAB_RS16935	WP_002965463.1	65	MULTISPECIES: sulfur carrier protein ThiS
I	NC_007618.1	223904	224908	-	-	-	BAB_RS16940	WP_002965464.1	334	MULTISPECIES: glycine oxidase ThiO
I	NC_007618.1	224908	225783	-	-	-	BAB_RS16945	WP_002967109.1	291	MULTISPECIES: bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
I	NC_007618.1	226212	228323	+	-	-	BAB_RS16950	WP_002969531.1	703	MULTISPECIES: bifunctional diguanylate cyclase/phosphodiesterase
I	NC_007618.1	228422	230701	+	-	-	BAB_RS16955	WP_002969731.1	759	MULTISPECIES: copper-translocating P-type ATPase
I	NC_007618.1	230681	231130	-	-	-	BAB_RS16960	WP_002965468.1	149	MULTISPECIES: Cu(I)-responsive transcriptional regulator
